video_id,title,url,channel,duration_seconds,duration_string,view_count,publish_date,playlist_id,playlist_title,thumbnail_url,content_type,availability,live_status,description,refs_hint,primary_category,secondary_categories,classification_confidence,classification_rationale,classification_model,classification_prompt_version,classified_at,audit_status,audit_reviewer,audit_notes,audit_timestamp,proposed_categories
l6ozKpxW6CU,الافيون الفكري [309],https://www.youtube.com/watch?v=l6ozKpxW6CU,of_science_and_superstition,598,9:58,26000,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/l6ozKpxW6CU/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDtNzpGjwtSRJh4nYtiPA9Aosd2jQ,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
U_G2HoLGYkE,كيف تصنع الايدولوجية من حوادث التاريخ [308],https://www.youtube.com/watch?v=U_G2HoLGYkE,of_science_and_superstition,735,12:15,10000,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/U_G2HoLGYkE/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCTVXjJ7Pde32htZb_pJd8cLPU_7g,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
mdNa79aX0UA,مدخل الى الشخصية الانسانية في علم النفس [306],https://www.youtube.com/watch?v=mdNa79aX0UA,of_science_and_superstition,1034,17:14,25000,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/mdNa79aX0UA/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAcAYRv_HidVSf_LsKmvFwCBtyhMQ,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
wUHXd6VWA5A,ما هي السعادة؟ [302],https://www.youtube.com/watch?v=wUHXd6VWA5A,of_science_and_superstition,1003,16:43,27000,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/wUHXd6VWA5A/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAufaRBZ6Rwkr8usXSeNS74uVbCaA,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
XYMN0fIGdV4,حوار حول الذكاء الاصطناعي ومخاطره في قناة د. سامي الديب [300],https://www.youtube.com/watch?v=XYMN0fIGdV4,of_science_and_superstition,5938,1:38:58,7000,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/XYMN0fIGdV4/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB0bif9TGuU8frsWQW3e9qn4aWraQ,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
KKK7o0N_fLI,[296] اعراض واسباب اضطراب ADHD,https://www.youtube.com/watch?v=KKK7o0N_fLI,of_science_and_superstition,856,14:16,14000,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/KKK7o0N_fLI/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBNecWnBZX0Ln32NpAk2ydgmDREMw,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
E2QdWw-TLuY,تأثير هرمون الدوبامين في الدماغ - حوار في قناة د. سامي الديب [294],https://www.youtube.com/watch?v=E2QdWw-TLuY,of_science_and_superstition,5871,1:37:51,12000,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/E2QdWw-TLuY/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD3XWy3tOxVdPfx8DshWRXiBoFekQ,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
ttbFo7mwtzo,الجينات المعطوبة والمقاطع الزائدة في د ن ا الانسان  [290],https://www.youtube.com/watch?v=ttbFo7mwtzo,of_science_and_superstition,785,13:05,13000,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/ttbFo7mwtzo/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBiI6gnGpHdO1Rqt6ghTKe5dAQohQ,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
XBCtFShOk8A,قراءة للتعليقات - 13  [289],https://www.youtube.com/watch?v=XBCtFShOk8A,of_science_and_superstition,1487,24:47,6100,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/XBCtFShOk8A/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhnIGcoZzAP&rs=AOn4CLCWICHF0FMYlLszluno0JCwD9uMyQ,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
J68y5qREJ-4,كيف تعمل طرق تحديد زمن الحفريات؟ [288],https://www.youtube.com/watch?v=J68y5qREJ-4,of_science_and_superstition,752,12:32,5100,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/J68y5qREJ-4/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAXjqrE3Xc7p3WTLuKtfMZXRH-gNg,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
1-WWrHuZByM,كيف نستنتج الانساب من الجينات البشرية؟ [287],https://www.youtube.com/watch?v=1-WWrHuZByM,of_science_and_superstition,1045,17:25,19000,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/1-WWrHuZByM/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDuHiUzAZxQAsTy2KYXAEjFJ8FCKg,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
a6DzaWUA1Z0,لماذا لا تدرس هذه المواد في الثانوية او الاعدادية؟ [286],https://www.youtube.com/watch?v=a6DzaWUA1Z0,of_science_and_superstition,624,10:24,19000,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/a6DzaWUA1Z0/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAAyzg-pRN_x5J7M1i_ulYOI9teCg,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
OKwitPiH-pM,كيف تؤثر ادوية الكآبة على السيروتونين؟ [285],https://www.youtube.com/watch?v=OKwitPiH-pM,of_science_and_superstition,707,11:47,20000,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/OKwitPiH-pM/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCybEV5BiL_noelcnai4j_wAEebyA,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
R9g2B9XJd7o,تعريف ”الآن“ الزمني في الفيزياء [283],https://www.youtube.com/watch?v=R9g2B9XJd7o,of_science_and_superstition,753,12:33,13000,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/R9g2B9XJd7o/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBZVdKDx1n0jSutqJDw_WvmRbv0Fw,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
i9ZgLlpxvIQ,الفلسفة وعلاقتها بالحياه عموما والعلم خصوصا - حوار في قناة شريف فاروق [278],https://www.youtube.com/watch?v=i9ZgLlpxvIQ,of_science_and_superstition,6253,1:44:13,9000,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/i9ZgLlpxvIQ/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARgmIGUoXjAP&rs=AOn4CLAz_iyaA47Fjy1YDNq7-sUEiSNRBg,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
gECHRHLt92Y,نظرية التطور من البكتيريا للإنسان - الجزء الاول [277],https://www.youtube.com/watch?v=gECHRHLt92Y,of_science_and_superstition,4356,1:12:36,62000,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/gECHRHLt92Y/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA1i7v9pPNQn2cQif4I8LzXmM3Mvg,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
CWOhwkpe5hk,Tulare Hill: A journey through serpentine habitat,https://www.youtube.com/watch?v=CWOhwkpe5hk,of_science_and_superstition,1165,19:25,2300,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/CWOhwkpe5hk/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCldIqEjaSOLE92qTHVtbZgPQLmFA,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
U_RIhcB3WZM,الترقيع في الافكار الانسانية [275],https://www.youtube.com/watch?v=U_RIhcB3WZM,of_science_and_superstition,670,11:10,12000,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/U_RIhcB3WZM/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDjz8tCXmUpXYEOQ54M-XTdYgEV_Q,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
b48Mnd2ovt8,تأثير مواقع التواصل الاجتماعي على سلوك الانسان [270],https://www.youtube.com/watch?v=b48Mnd2ovt8,of_science_and_superstition,854,14:14,36000,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/b48Mnd2ovt8/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBD44gf3Mvb19gppOzd7WMYIF1k1Q,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
ki_-5A1o3Cw,لقاء مع هاني سليم حول موضوع مساوئ ومحاسن الاديان [268],https://www.youtube.com/watch?v=ki_-5A1o3Cw,of_science_and_superstition,6846,1:54:06,9500,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/ki_-5A1o3Cw/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDPakII90RPiNdquyzCLICzG2T-iQ,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
4J2Ze0nBtps,حوار في قناة الراوي: الروح والنفس | ومصدر الحياة عند الانسان [267],https://www.youtube.com/watch?v=4J2Ze0nBtps,of_science_and_superstition,5578,1:32:58,36000,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/4J2Ze0nBtps/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAd14iFty_1qej_lhMRVSVUUlMN2Q,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
PgRQXb5OpBk,#shorts  مغالطة الاستنتاج الخاطئ واله الفجوات #قصيرة,https://www.youtube.com/watch?v=PgRQXb5OpBk,of_science_and_superstition,64,1:04,3900,2026-09-10T01:22:12,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/PgRQXb5OpBk/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIFQoUzAP&rs=AOn4CLAEryZMZJgBAKsaKrH39yPwb8ZHLQ,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
bpFuS5NglHY,#shorts  الكراهية تجمع الناس #قصيرة,https://www.youtube.com/watch?v=bpFuS5NglHY,of_science_and_superstition,40,40,2300,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/bpFuS5NglHY/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIF8oUTAP&rs=AOn4CLBnh7CodNw0pFDyixoIMFFA-cfPHA,short,,,,,عام / متنوع,,0.0,,,,,pending,,,,
91tZnTGpJRE,The Mechanics of Addiction in Brain Chemistry [266],https://www.youtube.com/watch?v=91tZnTGpJRE,of_science_and_superstition,762,12:42,19000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/91tZnTGpJRE/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDZ1kjcUT7nJW-DkLtAvPUKfbBvlw,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
xGNPx2rH8-Y,الوعى والعقل ومصدر القرارت عند الإنسان مع الراوي [265],https://www.youtube.com/watch?v=xGNPx2rH8-Y,of_science_and_superstition,5323,1:28:43,16000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/xGNPx2rH8-Y/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBOlxzPSTxOwZQqDj4WpbC2MhIpIQ,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
iczZGcSimNA,#shorts Is camel urine beneficial? #shorts,https://www.youtube.com/watch?v=iczZGcSimNA,of_science_and_superstition,60,1:00,4100,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/iczZGcSimNA/hqdefault.jpg?sqp=-oaymwE2COADEI4CSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIEgoRDAP&rs=AOn4CLC7MIKNgTfvpNknW2rGLenEaLU6Gw,short,,,,,عام / متنوع,,0.0,,,,,pending,,,,
Tf0PEYbvMDc,#shorts  التأثير السلبي للهرمونات الجنسية #قصيرة,https://www.youtube.com/watch?v=Tf0PEYbvMDc,of_science_and_superstition,120,2:00,3000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/Tf0PEYbvMDc/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhBIGUoYjAP&rs=AOn4CLBBfoo3Wu2dGdvkRCLGXRlnSSvr0Q,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
PC1DYWf4X2U,#قصيرة #shorts  ٨٠٪ من الناس لا يوجد اختلاف بايولوجي في الدماغ بين الذكور والاناث,https://www.youtube.com/watch?v=PC1DYWf4X2U,of_science_and_superstition,117,1:57,1900,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/PC1DYWf4X2U/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhDIGUoYzAP&rs=AOn4CLB3xWZt-vy-XH3ntfwM7-upnvuAGA,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
FCZEpUESO6E,#shorts  الادراك المكاني عند الذكر #قصيرة,https://www.youtube.com/watch?v=FCZEpUESO6E,of_science_and_superstition,43,43,1300,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/FCZEpUESO6E/hqdefault.jpg?sqp=-oaymwE2COADEI4CSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhCIFsoZTAP&rs=AOn4CLDeeh0Vp3-P--aGixUvMAqYHJTCzw,short,,,,,عام / متنوع,,0.0,,,,,pending,,,,
txgPq5HNlWI,#shorts  الادراك الشعوري عند الانثى #قصيرة,https://www.youtube.com/watch?v=txgPq5HNlWI,of_science_and_superstition,56,56,1500,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/txgPq5HNlWI/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhEIGUoYjAP&rs=AOn4CLAH01urbfWRo9U5DN3swMBcjJD91A,short,,,,,عام / متنوع,,0.0,,,,,pending,,,,
4V1VOcQERps,#shorts  هرمون بروجيسترون في الانثى #قصيرة,https://www.youtube.com/watch?v=4V1VOcQERps,of_science_and_superstition,56,56,1500,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/4V1VOcQERps/hqdefault.jpg?sqp=-oaymwE2COADEI4CSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhGIGUoYzAP&rs=AOn4CLBHxmq5Cdh-NhIeSTckKvTG5JKyKw,short,,,,,عام / متنوع,,0.0,,,,,pending,,,,
_GpTMdejnfg,#shorts  هرمون التستوستيرون والرغبة الجنسية #قصيرة,https://www.youtube.com/watch?v=_GpTMdejnfg,of_science_and_superstition,58,58,2700,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/_GpTMdejnfg/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhJIGUoYTAP&rs=AOn4CLCX2vof9oml3QZid3jwOz99vgmzTQ,short,,,,,عام / متنوع,,0.0,,,,,pending,,,,
KizzjIZI0zw,#shorts  انتشار البداوة في العراق الحديث #قصيرة,https://www.youtube.com/watch?v=KizzjIZI0zw,of_science_and_superstition,93,1:33,2300,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/KizzjIZI0zw/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhKIGUoYjAP&rs=AOn4CLDhaYJgjlMkd9ZnoaVaaAmNRq6uqw,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
I99fks3Cb88,#shorts اهمية حرية الرأي #قصيرة,https://www.youtube.com/watch?v=I99fks3Cb88,of_science_and_superstition,61,1:01,1200,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/I99fks3Cb88/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARggIFcofzAP&rs=AOn4CLBiI1-e3uRpBBytXi8Ps0gBH17-6A,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
